sex	age	l	m	s	loh
1	645	-0.6045	15.8913	0.07815	L
1	646	-0.605	15.8892	0.07815	L
1	647	-0.6056	15.8871	0.07814	L
1	648	-0.6061	15.885	0.07813	L
1	649	-0.6066	15.8829	0.07813	L
1	650	-0.6072	15.8808	0.07812	L
1	651	-0.6077	15.8787	0.07812	L
1	652	-0.6082	15.8766	0.07811	L
1	653	-0.6087	15.8745	0.07811	L
1	654	-0.6093	15.8725	0.0781	L
1	655	-0.6098	15.8704	0.0781	L
1	656	-0.6103	15.8684	0.07809	L
1	657	-0.6109	15.8663	0.07809	L
1	658	-0.6114	15.8643	0.07808	L
1	659	-0.6119	15.8623	0.07807	L
1	660	-0.6124	15.8602	0.07807	L
1	661	-0.613	15.8582	0.07806	L
1	662	-0.6135	15.8562	0.07806	L
1	663	-0.614	15.8542	0.07805	L
1	664	-0.6145	15.8522	0.07805	L
1	665	-0.615	15.8503	0.07804	L
1	666	-0.6156	15.8483	0.07804	L
1	667	-0.6161	15.8463	0.07803	L
1	668	-0.6166	15.8444	0.07803	L
1	669	-0.6171	15.8424	0.07802	L
1	670	-0.6176	15.8405	0.07802	L
1	671	-0.6181	15.8385	0.07801	L
1	672	-0.6187	15.8366	0.078	L
1	673	-0.6192	15.8347	0.078	L
1	674	-0.6197	15.8328	0.07799	L
1	675	-0.6202	15.8309	0.07799	L
1	676	-0.6207	15.829	0.07798	L
1	677	-0.6212	15.8271	0.07798	L
1	678	-0.6217	15.8252	0.07797	L
1	679	-0.6222	15.8233	0.07797	L
1	680	-0.6227	15.8214	0.07796	L
1	681	-0.6233	15.8196	0.07796	L
1	682	-0.6238	15.8177	0.07795	L
1	683	-0.6243	15.8158	0.07795	L
1	684	-0.6248	15.814	0.07794	L
1	685	-0.6253	15.8122	0.07794	L
1	686	-0.6258	15.8103	0.07793	L
1	687	-0.6263	15.8085	0.07792	L
1	688	-0.6268	15.8067	0.07792	L
1	689	-0.6273	15.8049	0.07791	L
1	690	-0.6278	15.8031	0.07791	L
1	691	-0.6283	15.8013	0.0779	L
1	692	-0.6288	15.7995	0.0779	L
1	693	-0.6293	15.7977	0.07789	L
1	694	-0.6298	15.7959	0.07789	L
1	695	-0.6303	15.7941	0.07788	L
1	696	-0.6308	15.7924	0.07788	L
1	697	-0.6313	15.7906	0.07787	L
1	698	-0.6318	15.7888	0.07787	L
1	699	-0.6323	15.7871	0.07786	L
1	700	-0.6328	15.7853	0.07786	L
1	701	-0.6333	15.7836	0.07785	L
1	702	-0.6338	15.7819	0.07785	L
1	703	-0.6343	15.7802	0.07784	L
1	704	-0.6348	15.7784	0.07784	L
1	705	-0.6352	15.7767	0.07783	L
1	706	-0.6357	15.775	0.07783	L
1	707	-0.6362	15.7733	0.07782	L
1	708	-0.6367	15.7716	0.07782	L
1	709	-0.6372	15.7699	0.07781	L
1	710	-0.6377	15.7682	0.07781	L
1	711	-0.6382	15.7665	0.0778	L
1	712	-0.6387	15.7649	0.0778	L
1	713	-0.6392	15.7632	0.07779	L
1	714	-0.6396	15.7615	0.07779	L
1	715	-0.6401	15.7599	0.07778	L
1	716	-0.6406	15.7582	0.07778	L
1	717	-0.6411	15.7566	0.07777	L
1	718	-0.6416	15.7549	0.07777	L
1	719	-0.6421	15.7533	0.07776	L
1	720	-0.6425	15.7517	0.07776	L
1	721	-0.643	15.75	0.07775	L
1	722	-0.6435	15.7484	0.07775	L
1	723	-0.644	15.7468	0.07774	L
1	724	-0.6445	15.7452	0.07774	L
1	725	-0.6449	15.7436	0.07773	L
1	726	-0.6454	15.742	0.07773	L
1	727	-0.6459	15.7404	0.07772	L
1	728	-0.6464	15.7388	0.07772	L
1	729	-0.6469	15.7372	0.07771	L
1	730	-0.6473	15.7356	0.07771	L
1	731	-0.6187	15.7343	0.07785	L
1	732	-0.6175	15.733	0.07785	L
1	733	-0.6164	15.7317	0.07785	L
1	734	-0.6152	15.7304	0.07785	L
1	735	-0.614	15.729	0.07786	L
1	736	-0.6129	15.7277	0.07786	L
1	737	-0.6117	15.7264	0.07786	L
1	738	-0.6105	15.7251	0.07786	L
1	739	-0.6094	15.7238	0.07787	L
1	740	-0.6082	15.7225	0.07787	L
1	741	-0.607	15.7212	0.07787	L
1	742	-0.6059	15.7199	0.07787	L
1	743	-0.6047	15.7186	0.07787	L
1	744	-0.6036	15.7173	0.07788	L
1	745	-0.6024	15.716	0.07788	L
1	746	-0.6012	15.7147	0.07788	L
1	747	-0.6001	15.7134	0.07788	L
1	748	-0.5989	15.7121	0.07789	L
1	749	-0.5978	15.7108	0.07789	L
1	750	-0.5966	15.7095	0.07789	L
1	751	-0.5955	15.7082	0.07789	L
1	752	-0.5943	15.7069	0.07789	L
1	753	-0.5932	15.7056	0.0779	L
1	754	-0.592	15.7043	0.0779	L
1	755	-0.5909	15.703	0.0779	L
1	756	-0.5897	15.7017	0.0779	L
1	757	-0.5886	15.7004	0.07791	L
1	758	-0.5874	15.6992	0.07791	L
1	759	-0.5863	15.6979	0.07791	L
1	760	-0.5851	15.6966	0.07791	L
1	761	-0.584	15.6953	0.07792	L
1	762	-0.5828	15.694	0.07792	L
1	763	-0.5817	15.6927	0.07792	L
1	764	-0.5805	15.6914	0.07792	L
1	765	-0.5794	15.6902	0.07793	L
1	766	-0.5783	15.6889	0.07793	L
1	767	-0.5771	15.6876	0.07793	L
1	768	-0.576	15.6863	0.07793	L
1	769	-0.5748	15.6851	0.07794	L
1	770	-0.5737	15.6838	0.07794	L
1	771	-0.5726	15.6825	0.07794	L
1	772	-0.5714	15.6812	0.07794	L
1	773	-0.5703	15.68	0.07795	L
1	774	-0.5692	15.6787	0.07795	L
1	775	-0.568	15.6774	0.07795	L
1	776	-0.5669	15.6761	0.07795	L
1	777	-0.5658	15.6749	0.07796	L
1	778	-0.5647	15.6736	0.07796	L
1	779	-0.5635	15.6723	0.07796	L
1	780	-0.5624	15.6711	0.07796	L
1	781	-0.5613	15.6698	0.07797	L
1	782	-0.5602	15.6686	0.07797	L
1	783	-0.5590	15.6673	0.07797	L
1	784	-0.5579	15.666	0.07798	L
1	785	-0.5568	15.6648	0.07798	L
1	786	-0.5557	15.6635	0.07798	L
1	787	-0.5546	15.6622	0.07798	L
1	788	-0.5535	15.661	0.07799	L
1	789	-0.5523	15.6597	0.07799	L
1	790	-0.5512	15.6585	0.07799	L
1	791	-0.5501	15.6572	0.07799	L
1	792	-0.549	15.656	0.078	L
1	793	-0.5479	15.6547	0.078	L
1	794	-0.5468	15.6535	0.078	L
1	795	-0.5457	15.6522	0.07801	L
1	796	-0.5446	15.651	0.07801	L
1	797	-0.5435	15.6497	0.07801	L
1	798	-0.5424	15.6485	0.07801	L
1	799	-0.5413	15.6472	0.07802	L
1	800	-0.5402	15.646	0.07802	L
1	801	-0.5391	15.6447	0.07802	L
1	802	-0.538	15.6435	0.07803	L
1	803	-0.5369	15.6422	0.07803	L
1	804	-0.5358	15.641	0.07803	L
1	805	-0.5347	15.6398	0.07803	L
1	806	-0.5336	15.6385	0.07804	L
1	807	-0.5325	15.6373	0.07804	L
1	808	-0.5315	15.636	0.07804	L
1	809	-0.5304	15.6348	0.07805	L
1	810	-0.5293	15.6336	0.07805	L
1	811	-0.5282	15.6323	0.07805	L
1	812	-0.5271	15.6311	0.07805	L
1	813	-0.526	15.6299	0.07806	L
1	814	-0.525	15.6286	0.07806	L
1	815	-0.5239	15.6274	0.07806	L
1	816	-0.5228	15.6262	0.07807	L
1	817	-0.5217	15.6249	0.07807	L
1	818	-0.5207	15.6237	0.07807	L
1	819	-0.5196	15.6225	0.07808	L
1	820	-0.5185	15.6212	0.07808	L
1	821	-0.5175	15.62	0.07808	L
1	822	-0.5164	15.6188	0.07809	L
1	823	-0.5153	15.6176	0.07809	L
1	824	-0.5143	15.6163	0.07809	L
1	825	-0.5132	15.6151	0.07809	L
1	826	-0.5122	15.6139	0.0781	L
1	827	-0.5111	15.6127	0.0781	L
1	828	-0.5101	15.6115	0.0781	L
1	829	-0.509	15.6102	0.07811	L
1	830	-0.508	15.609	0.07811	L
1	831	-0.5069	15.6078	0.07811	L
1	832	-0.5059	15.6066	0.07812	L
1	833	-0.5048	15.6054	0.07812	L
1	834	-0.5038	15.6042	0.07812	L
1	835	-0.5027	15.6029	0.07813	L
1	836	-0.5017	15.6017	0.07813	L
1	837	-0.5006	15.6005	0.07813	L
1	838	-0.4996	15.5993	0.07814	L
1	839	-0.4986	15.5981	0.07814	L
1	840	-0.4975	15.5969	0.07814	L
1	841	-0.4965	15.5957	0.07815	L
1	842	-0.4955	15.5945	0.07815	L
1	843	-0.4944	15.5933	0.07815	L
1	844	-0.4934	15.5921	0.07816	L
1	845	-0.4924	15.5909	0.07816	L
1	846	-0.4914	15.5896	0.07816	L
1	847	-0.4904	15.5884	0.07817	L
1	848	-0.4893	15.5872	0.07817	L
1	849	-0.4883	15.586	0.07817	L
1	850	-0.4873	15.5848	0.07818	L
1	851	-0.4863	15.5836	0.07818	L
1	852	-0.4853	15.5824	0.07818	L
1	853	-0.4843	15.5812	0.07819	L
1	854	-0.4833	15.58	0.07819	L
1	855	-0.4823	15.5788	0.07819	L
1	856	-0.4813	15.5776	0.07820	L
1	857	-0.4803	15.5765	0.07820	L
1	858	-0.4793	15.5753	0.07820	L
1	859	-0.4783	15.5741	0.07821	L
1	860	-0.4773	15.5729	0.07821	L
1	861	-0.4763	15.5717	0.07821	L
1	862	-0.4753	15.5705	0.07822	L
1	863	-0.4743	15.5693	0.07822	L
1	864	-0.4733	15.5681	0.07822	L
1	865	-0.4723	15.5669	0.07823	L
1	866	-0.4713	15.5657	0.07823	L
1	867	-0.4704	15.5645	0.07824	L
1	868	-0.4694	15.5634	0.07824	L
1	869	-0.4684	15.5622	0.07824	L
1	870	-0.4674	15.561	0.07825	L
1	871	-0.4665	15.5598	0.07825	L
1	872	-0.4655	15.5586	0.07825	L
1	873	-0.4645	15.5574	0.07826	L
1	874	-0.4636	15.5563	0.07826	L
1	875	-0.4626	15.5551	0.07826	L
1	876	-0.4616	15.5539	0.07827	L
1	877	-0.4607	15.5527	0.07827	L
1	878	-0.4597	15.5515	0.07828	L
1	879	-0.4587	15.5504	0.07828	L
1	880	-0.4578	15.5492	0.07828	L
1	881	-0.4568	15.548	0.07829	L
1	882	-0.4559	15.5468	0.07829	L
1	883	-0.4549	15.5457	0.07829	L
1	884	-0.454	15.5445	0.0783	L
1	885	-0.4531	15.5433	0.0783	L
1	886	-0.4521	15.5421	0.07831	L
1	887	-0.4512	15.541	0.07831	L
1	888	-0.4502	15.5398	0.07831	L
1	889	-0.4493	15.5386	0.07832	L
1	890	-0.4484	15.5375	0.07832	L
1	891	-0.4474	15.5363	0.07832	L
1	892	-0.4465	15.5351	0.07833	L
1	893	-0.4456	15.534	0.07833	L
1	894	-0.4446	15.5328	0.07834	L
1	895	-0.4437	15.5316	0.07834	L
1	896	-0.4428	15.5305	0.07834	L
1	897	-0.4419	15.5293	0.07835	L
1	898	-0.441	15.5281	0.07835	L
1	899	-0.4401	15.527	0.07835	L
1	900	-0.4391	15.5258	0.07836	L
1	901	-0.4382	15.5247	0.07836	L
1	902	-0.4373	15.5235	0.07837	L
1	903	-0.4364	15.5223	0.07837	L
1	904	-0.4355	15.5212	0.07837	L
1	905	-0.4346	15.52	0.07838	L
1	906	-0.4337	15.5189	0.07838	L
1	907	-0.4328	15.5177	0.07839	L
1	908	-0.4319	15.5166	0.07839	L
1	909	-0.431	15.5154	0.07839	L
1	910	-0.4301	15.5143	0.0784	L
1	911	-0.4293	15.5131	0.0784	L
1	912	-0.4284	15.512	0.07841	L
1	913	-0.4275	15.5108	0.07841	L
1	914	-0.4266	15.5097	0.07841	L
1	915	-0.4257	15.5085	0.07842	L
1	916	-0.4249	15.5074	0.07842	L
1	917	-0.424	15.5062	0.07843	L
1	918	-0.4231	15.5051	0.07843	L
1	919	-0.4222	15.5039	0.07843	L
1	920	-0.4214	15.5028	0.07844	L
1	921	-0.4205	15.5016	0.07844	L
1	922	-0.4196	15.5005	0.07845	L
1	923	-0.4188	15.4993	0.07845	L
1	924	-0.4179	15.4982	0.07845	L
1	925	-0.4171	15.4971	0.07846	L
1	926	-0.4162	15.4959	0.07846	L
1	927	-0.4154	15.4948	0.07847	L
1	928	-0.4145	15.4936	0.07847	L
1	929	-0.4137	15.4925	0.07848	L
1	930	-0.4128	15.4914	0.07848	L
1	931	-0.412	15.4902	0.07848	L
1	932	-0.4111	15.4891	0.07849	L
1	933	-0.4103	15.488	0.07849	L
1	934	-0.4095	15.4868	0.0785	L
1	935	-0.4086	15.4857	0.0785	L
1	936	-0.4078	15.4846	0.0785	L
1	937	-0.407	15.4834	0.07851	L
1	938	-0.4062	15.4823	0.07851	L
1	939	-0.4053	15.4812	0.07852	L
1	940	-0.4045	15.48	0.07852	L
1	941	-0.4037	15.4789	0.07853	L
1	942	-0.4029	15.4778	0.07853	L
1	943	-0.4021	15.4766	0.07853	L
1	944	-0.4013	15.4755	0.07854	L
1	945	-0.4005	15.4744	0.07854	L
1	946	-0.3997	15.4733	0.07855	L
1	947	-0.3988	15.4721	0.07855	L
1	948	-0.398	15.471	0.07856	L
1	949	-0.3973	15.4699	0.07856	L
1	950	-0.3965	15.4688	0.07857	L
1	951	-0.3957	15.4676	0.07857	L
1	952	-0.3949	15.4665	0.07857	L
1	953	-0.3941	15.4654	0.07858	L
1	954	-0.3933	15.4643	0.07858	L
1	955	-0.3925	15.4632	0.07859	L
1	956	-0.3917	15.462	0.07859	L
1	957	-0.391	15.4609	0.0786	L
1	958	-0.3902	15.4598	0.0786	L
1	959	-0.3894	15.4587	0.07861	L
1	960	-0.3886	15.4576	0.07861	L
1	961	-0.3879	15.4565	0.07861	L
1	962	-0.3871	15.4554	0.07862	L
1	963	-0.3864	15.4542	0.07862	L
1	964	-0.3856	15.4531	0.07863	L
1	965	-0.3848	15.452	0.07863	L
1	966	-0.3841	15.4509	0.07864	L
1	967	-0.3833	15.4498	0.07864	L
1	968	-0.3826	15.4487	0.07865	L
1	969	-0.3818	15.4476	0.07865	L
1	970	-0.3811	15.4465	0.07865	L
1	971	-0.3804	15.4454	0.07866	L
1	972	-0.3796	15.4443	0.07866	L
1	973	-0.3789	15.4432	0.07867	L
1	974	-0.3782	15.4421	0.07867	L
1	975	-0.3774	15.441	0.07868	L
1	976	-0.3767	15.4399	0.07868	L
1	977	-0.376	15.4388	0.07869	L
1	978	-0.3753	15.4376	0.07869	L
1	979	-0.3745	15.4365	0.07870	L
1	980	-0.3738	15.4354	0.07870	L
1	981	-0.3731	15.4344	0.07871	L
1	982	-0.3724	15.4333	0.07871	L
1	983	-0.3717	15.4322	0.07872	L
1	984	-0.371	15.4311	0.07872	L
1	985	-0.3703	15.43	0.07872	L
1	986	-0.3696	15.4289	0.07873	L
1	987	-0.3689	15.4278	0.07873	L
1	988	-0.3682	15.4267	0.07874	L
1	989	-0.3675	15.4256	0.07874	L
1	990	-0.3668	15.4245	0.07875	L
1	991	-0.3661	15.4234	0.07875	L
1	992	-0.3655	15.4223	0.07876	L
1	993	-0.3648	15.4212	0.07876	L
1	994	-0.3641	15.4201	0.07877	L
1	995	-0.3634	15.4191	0.07877	L
1	996	-0.3628	15.418	0.07878	L
1	997	-0.3621	15.4169	0.07878	L
1	998	-0.3614	15.4158	0.07879	L
1	999	-0.3608	15.4147	0.07879	L
1	1000	-0.3601	15.4136	0.0788	L
1	1001	-0.3594	15.4125	0.0788	L
1	1002	-0.3588	15.4115	0.07881	L
1	1003	-0.3581	15.4104	0.07881	L
1	1004	-0.3575	15.4093	0.07882	L
1	1005	-0.3568	15.4082	0.07882	L
1	1006	-0.3562	15.4071	0.07883	L
1	1007	-0.3556	15.4061	0.07883	L
1	1008	-0.3549	15.405	0.07884	L
1	1009	-0.3543	15.4039	0.07884	L
1	1010	-0.3536	15.4028	0.07885	L
1	1011	-0.353	15.4018	0.07885	L
1	1012	-0.3524	15.4007	0.07886	L
1	1013	-0.3518	15.3996	0.07886	L
1	1014	-0.3511	15.3986	0.07887	L
1	1015	-0.3505	15.3975	0.07887	L
1	1016	-0.3499	15.3964	0.07888	L
1	1017	-0.3493	15.3953	0.07888	L
1	1018	-0.3487	15.3943	0.07889	L
1	1019	-0.3481	15.3932	0.07889	L
1	1020	-0.3475	15.3921	0.0789	L
1	1021	-0.3469	15.3911	0.0789	L
1	1022	-0.3463	15.39	0.07891	L
1	1023	-0.3457	15.3889	0.07891	L
1	1024	-0.3451	15.3879	0.07892	L
1	1025	-0.3445	15.3868	0.07892	L
1	1026	-0.3439	15.3858	0.07893	L
1	1027	-0.3433	15.3847	0.07893	L
1	1028	-0.3427	15.3836	0.07894	L
1	1029	-0.3422	15.3826	0.07894	L
1	1030	-0.3416	15.3815	0.07895	L
1	1031	-0.341	15.3805	0.07895	L
1	1032	-0.3404	15.3794	0.07896	L
1	1033	-0.3399	15.3784	0.07896	L
1	1034	-0.3393	15.3773	0.07897	L
1	1035	-0.3388	15.3763	0.07897	L
1	1036	-0.3382	15.3752	0.07898	L
1	1037	-0.3376	15.3742	0.07898	L
1	1038	-0.3371	15.3731	0.07899	L
1	1039	-0.3365	15.3721	0.07899	L
1	1040	-0.336	15.371	0.079	L
1	1041	-0.3354	15.37	0.079	L
1	1042	-0.3349	15.3689	0.07901	L
1	1043	-0.3344	15.3679	0.07901	L
1	1044	-0.3338	15.3668	0.07902	L
1	1045	-0.3333	15.3658	0.07903	L
1	1046	-0.3328	15.3647	0.07903	L
1	1047	-0.3322	15.3637	0.07904	L
1	1048	-0.3317	15.3627	0.07904	L
1	1049	-0.3312	15.3616	0.07905	L
1	1050	-0.3307	15.3606	0.07905	L
1	1051	-0.3302	15.3595	0.07906	L
1	1052	-0.3296	15.3585	0.07906	L
1	1053	-0.3291	15.3575	0.07907	L
1	1054	-0.3286	15.3564	0.07907	L
1	1055	-0.3281	15.3554	0.07908	L
1	1056	-0.3276	15.3544	0.07908	L
1	1057	-0.3271	15.3533	0.07909	L
1	1058	-0.3266	15.3523	0.0791	L
1	1059	-0.3261	15.3513	0.0791	L
1	1060	-0.3257	15.3503	0.07911	L
1	1061	-0.3252	15.3492	0.07911	L
1	1062	-0.3247	15.3482	0.07912	L
1	1063	-0.3242	15.3472	0.07912	L
1	1064	-0.3237	15.3462	0.07913	L
1	1065	-0.3233	15.3451	0.07913	L
1	1066	-0.3228	15.3441	0.07914	L
1	1067	-0.3223	15.3431	0.07915	L
1	1068	-0.3218	15.3421	0.07915	L
1	1069	-0.3214	15.341	0.07916	L
1	1070	-0.3209	15.34	0.07916	L
1	1071	-0.3205	15.339	0.07917	L
1	1072	-0.32	15.338	0.07917	L
1	1073	-0.3196	15.337	0.07918	L
1	1074	-0.3191	15.336	0.07918	L
1	1075	-0.3187	15.335	0.07919	L
1	1076	-0.3182	15.3339	0.07920	L
1	1077	-0.3178	15.3329	0.07920	L
1	1078	-0.3174	15.3319	0.07921	L
1	1079	-0.3169	15.3309	0.07921	L
1	1080	-0.3165	15.3299	0.07922	L
1	1081	-0.3161	15.3289	0.07922	L
1	1082	-0.3156	15.3279	0.07923	L
1	1083	-0.3152	15.3269	0.07924	L
1	1084	-0.3148	15.3259	0.07924	L
1	1085	-0.3144	15.3249	0.07925	L
1	1086	-0.314	15.3239	0.07925	L
1	1087	-0.3136	15.3229	0.07926	L
1	1088	-0.3132	15.3219	0.07926	L
1	1089	-0.3128	15.3209	0.07927	L
1	1090	-0.3124	15.3199	0.07928	L
1	1091	-0.312	15.3189	0.07928	L
1	1092	-0.3116	15.3179	0.07929	L
1	1093	-0.3112	15.3169	0.07929	L
1	1094	-0.3108	15.3159	0.0793	L
1	1095	-0.3104	15.3149	0.07931	L
1	1096	-0.31	15.314	0.07931	L
1	1097	-0.3097	15.313	0.07932	L
1	1098	-0.3093	15.312	0.07932	L
1	1099	-0.3089	15.311	0.07933	L
1	1100	-0.3085	15.31	0.07934	L
1	1101	-0.3082	15.309	0.07934	L
1	1102	-0.3078	15.308	0.07935	L
1	1103	-0.3074	15.3071	0.07935	L
1	1104	-0.3071	15.3061	0.07936	L
1	1105	-0.3067	15.3051	0.07936	L
1	1106	-0.3064	15.3041	0.07937	L
1	1107	-0.306	15.3032	0.07938	L
1	1108	-0.3057	15.3022	0.07938	L
1	1109	-0.3054	15.3012	0.07939	L
1	1110	-0.305	15.3002	0.0794	L
1	1111	-0.3047	15.2993	0.0794	L
1	1112	-0.3043	15.2983	0.07941	L
1	1113	-0.304	15.2973	0.07941	L
1	1114	-0.3037	15.2964	0.07942	L
1	1115	-0.3034	15.2954	0.07943	L
1	1116	-0.3031	15.2944	0.07943	L
1	1117	-0.3027	15.2935	0.07944	L
1	1118	-0.3024	15.2925	0.07944	L
1	1119	-0.3021	15.2915	0.07945	L
1	1120	-0.3018	15.2906	0.07946	L
1	1121	-0.3015	15.2896	0.07946	L
1	1122	-0.3012	15.2887	0.07947	L
1	1123	-0.3009	15.2877	0.07948	L
1	1124	-0.3006	15.2868	0.07948	L
1	1125	-0.3003	15.2858	0.07949	L
1	1126	-0.3	15.2849	0.07949	L
1	1127	-0.2997	15.2839	0.0795	L
1	1128	-0.2995	15.283	0.07951	L
1	1129	-0.2992	15.282	0.07951	L
1	1130	-0.2989	15.2811	0.07952	L
1	1131	-0.2986	15.2801	0.07953	L
1	1132	-0.2984	15.2792	0.07953	L
1	1133	-0.2981	15.2782	0.07954	L
1	1134	-0.2978	15.2773	0.07954	L
1	1135	-0.2976	15.2763	0.07955	L
1	1136	-0.2973	15.2754	0.07956	L
1	1137	-0.2971	15.2745	0.07956	L
1	1138	-0.2968	15.2735	0.07957	L
1	1139	-0.2966	15.2726	0.07958	L
1	1140	-0.2963	15.2717	0.07958	L
1	1141	-0.2961	15.2707	0.07959	L
1	1142	-0.2959	15.2698	0.0796	L
1	1143	-0.2956	15.2689	0.0796	L
1	1144	-0.2954	15.2679	0.07961	L
1	1145	-0.2952	15.267	0.07962	L
1	1146	-0.2949	15.2661	0.07962	L
1	1147	-0.2947	15.2652	0.07963	L
1	1148	-0.2945	15.2643	0.07964	L
1	1149	-0.2943	15.2633	0.07964	L
1	1150	-0.2941	15.2624	0.07965	L
1	1151	-0.2939	15.2615	0.07966	L
1	1152	-0.2937	15.2606	0.07966	L
1	1153	-0.2934	15.2597	0.07967	L
1	1154	-0.2932	15.2588	0.07967	L
1	1155	-0.2931	15.2578	0.07968	L
1	1156	-0.2929	15.2569	0.07969	L
1	1157	-0.2927	15.256	0.07969	L
1	1158	-0.2925	15.2551	0.0797	L
1	1159	-0.2923	15.2542	0.07971	L
1	1160	-0.2921	15.2533	0.07972	L
1	1161	-0.2919	15.2524	0.07972	L
1	1162	-0.2918	15.2515	0.07973	L
1	1163	-0.2916	15.2506	0.07974	L
1	1164	-0.2914	15.2497	0.07974	L
1	1165	-0.2913	15.2488	0.07975	L
1	1166	-0.2911	15.2479	0.07976	L
1	1167	-0.2909	15.247	0.07976	L
1	1168	-0.2908	15.2461	0.07977	L
1	1169	-0.2906	15.2452	0.07978	L
1	1170	-0.2905	15.2443	0.07978	L
1	1171	-0.2903	15.2435	0.07979	L
1	1172	-0.2902	15.2426	0.0798	L
1	1173	-0.2901	15.2417	0.0798	L
1	1174	-0.2899	15.2408	0.07981	L
1	1175	-0.2898	15.2399	0.07982	L
1	1176	-0.2897	15.239	0.07982	L
1	1177	-0.2895	15.2382	0.07983	L
1	1178	-0.2894	15.2373	0.07984	L
1	1179	-0.2893	15.2364	0.07985	L
1	1180	-0.2892	15.2355	0.07985	L
1	1181	-0.289	15.2347	0.07986	L
1	1182	-0.2889	15.2338	0.07987	L
1	1183	-0.2888	15.2329	0.07987	L
1	1184	-0.2887	15.2321	0.07988	L
1	1185	-0.2886	15.2312	0.07989	L
1	1186	-0.2885	15.2303	0.07989	L
1	1187	-0.2884	15.2295	0.0799	L
1	1188	-0.2883	15.2286	0.07991	L
1	1189	-0.2882	15.2277	0.07992	L
1	1190	-0.2881	15.2269	0.07992	L
1	1191	-0.2881	15.226	0.07993	L
1	1192	-0.288	15.2252	0.07994	L
1	1193	-0.2879	15.2243	0.07994	L
1	1194	-0.2878	15.2235	0.07995	L
1	1195	-0.2877	15.2226	0.07996	L
1	1196	-0.2877	15.2218	0.07997	L
1	1197	-0.2876	15.2209	0.07997	L
1	1198	-0.2875	15.2201	0.07998	L
1	1199	-0.2875	15.2192	0.07999	L
1	1200	-0.2874	15.2184	0.07999	L
1	1201	-0.2874	15.2175	0.08	L
1	1202	-0.2873	15.2167	0.08001	L
1	1203	-0.2873	15.2159	0.08002	L
1	1204	-0.2872	15.215	0.08002	L
1	1205	-0.2872	15.2142	0.08003	L
1	1206	-0.2871	15.2134	0.08004	L
1	1207	-0.2871	15.2125	0.08005	L
1	1208	-0.2871	15.2117	0.08005	L
1	1209	-0.287	15.2109	0.08006	L
1	1210	-0.287	15.21	0.08007	L
1	1211	-0.287	15.2092	0.08008	L
1	1212	-0.287	15.2084	0.08008	L
1	1213	-0.2869	15.2076	0.08009	L
1	1214	-0.2869	15.2068	0.0801	L
1	1215	-0.2869	15.2059	0.08011	L
1	1216	-0.2869	15.2051	0.08011	L
1	1217	-0.2869	15.2043	0.08012	L
1	1218	-0.2869	15.2035	0.08013	L
1	1219	-0.2869	15.2027	0.08014	L
1	1220	-0.2869	15.2019	0.08014	L
1	1221	-0.2869	15.2011	0.08015	L
1	1222	-0.2869	15.2002	0.08016	L
1	1223	-0.2869	15.1994	0.08017	L
1	1224	-0.2869	15.1986	0.08017	L
1	1225	-0.2869	15.1978	0.08018	L
1	1226	-0.287	15.197	0.08019	L
1	1227	-0.287	15.1962	0.0802	L
1	1228	-0.287	15.1954	0.0802	L
1	1229	-0.287	15.1946	0.08021	L
1	1230	-0.2871	15.1939	0.08022	L
1	1231	-0.2871	15.1931	0.08023	L
1	1232	-0.2871	15.1923	0.08023	L
1	1233	-0.2872	15.1915	0.08024	L
1	1234	-0.2872	15.1907	0.08025	L
1	1235	-0.2873	15.1899	0.08026	L
1	1236	-0.2873	15.1891	0.08027	L
1	1237	-0.2874	15.1883	0.08027	L
1	1238	-0.2874	15.1876	0.08028	L
1	1239	-0.2875	15.1868	0.08029	L
1	1240	-0.2875	15.186	0.0803	L
1	1241	-0.2876	15.1852	0.08031	L
1	1242	-0.2877	15.1845	0.08031	L
1	1243	-0.2877	15.1837	0.08032	L
1	1244	-0.2878	15.1829	0.08033	L
1	1245	-0.2879	15.1821	0.08034	L
1	1246	-0.288	15.1814	0.08034	L
1	1247	-0.288	15.1806	0.08035	L
1	1248	-0.2881	15.1799	0.08036	L
1	1249	-0.2882	15.1791	0.08037	L
1	1250	-0.2883	15.1783	0.08038	L
1	1251	-0.2884	15.1776	0.08038	L
1	1252	-0.2885	15.1768	0.08039	L
1	1253	-0.2886	15.1761	0.0804	L
1	1254	-0.2887	15.1753	0.08041	L
1	1255	-0.2888	15.1746	0.08042	L
1	1256	-0.2889	15.1738	0.08042	L
1	1257	-0.289	15.1731	0.08043	L
1	1258	-0.2891	15.1723	0.08044	L
1	1259	-0.2892	15.1716	0.08045	L
1	1260	-0.2893	15.1708	0.08046	L
1	1261	-0.2894	15.1701	0.08046	L
1	1262	-0.2896	15.1693	0.08047	L
1	1263	-0.2897	15.1686	0.08048	L
1	1264	-0.2898	15.1679	0.08049	L
1	1265	-0.2899	15.1671	0.0805	L
1	1266	-0.2901	15.1664	0.08051	L
1	1267	-0.2902	15.1657	0.08051	L
1	1268	-0.2903	15.1649	0.08052	L
1	1269	-0.2905	15.1642	0.08053	L
1	1270	-0.2906	15.1635	0.08054	L
1	1271	-0.2908	15.1627	0.08055	L
1	1272	-0.2909	15.162	0.08056	L
1	1273	-0.2911	15.1613	0.08056	L
